task,case_id,expected,predicted,split,reviewer,annotation,notes
deontic_conflict,pair:REL_REL_0539:REL_REL_0776,,0,test,,,Review if these distinct subject/action pairs can conflict.
deontic_conflict,pair:REL_REL_0350:REL_REL_0773,,0,train,,,Review if these distinct subject/action pairs can conflict.
deontic_conflict,pair:REL_REL_0621:REL_REL_0727,,0,test,,,Review if these distinct subject/action pairs can conflict.
deontic_conflict,pair:REL_REL_0541:REL_REL_0727,,0,train,,,Review if these distinct subject/action pairs can conflict.
deontic_conflict,pair:REL_REL_0617:REL_REL_0774,,0,train,,,Review if these distinct subject/action pairs can conflict.
deontic_conflict,pair:REL_REL_0333:REL_REL_0777,,0,train,,,Review if these distinct subject/action pairs can conflict.
deontic_conflict,pair:REL_REL_0074:REL_REL_0774,,0,train,,,Review if these distinct subject/action pairs can conflict.
deontic_conflict,pair:REL_REL_0638:REL_REL_0774,,0,train,,,Review if these distinct subject/action pairs can conflict.
deontic_conflict,pair:REL_REL_0689:REL_REL_0775,,0,train,,,Review if these distinct subject/action pairs can conflict.
deontic_conflict,pair:REL_REL_0499:REL_REL_0773,,0,train,,,Review if these distinct subject/action pairs can conflict.
deontic_conflict,pair:REL_REL_0495:REL_REL_0776,,0,train,,,Review if these distinct subject/action pairs can conflict.
deontic_conflict,pair:REL_REL_0510:REL_REL_0773,,0,train,,,Review if these distinct subject/action pairs can conflict.
deontic_conflict,pair:REL_REL_0612:REL_REL_0773,,0,test,,,Review if these distinct subject/action pairs can conflict.
deontic_conflict,pair:REL_REL_0248:REL_REL_0774,,0,train,,,Review if these distinct subject/action pairs can conflict.
deontic_conflict,pair:REL_REL_0604:REL_REL_0723,,0,test,,,Review if these distinct subject/action pairs can conflict.
